"X100Pa_3D_Rep1"	"X100Pa_3D_Rep2"	"X100Pa_3D_Rep3"	"X2000Pa_3D_Rep1"	"X2000Pa_3D_Rep2"	"X2000Pa_3D_Rep3"
"chr4_141523844_141524289"	0.634696244184761	1.07569489987121	0.912699284259547	1.94049147956509	2.23053139098792	1.76357220808927
"chr3_100594059_100594634"	1.55996127095396	0.526016794754813	-0.101713728745404	1.53321715892176	2.15606602256747	1.76357220808927
"chr20_32465867_32466253"	2.13419193368776	1.90608299998719	-0.101713728745404	2.26661631581742	2.32442928188811	2.53799683905276
"chr8_36851684_36852093"	1.96054051851805	1.07569489987121	-0.101713728745404	1.94049147956509	2.15606602256747	2.18928415727137
"chr10_105010170_105010643"	0.634696244184761	1.07569489987121	0.526016794754813	1.32345469931457	1.80732038584868	2.30839339601156
"chr3_70860835_70861376"	-0.428273397995846	-0.0208092575503635	0.912699284259547	1.53321715892176	1.21878282887907	1.04128642029331
"chr11_35234156_35234495"	0.634696244184761	1.07569489987121	-1.32507702865267	1.78544629696898	0.763851818245633	0.872531267675581
"chr3_61693674_61694344"	-0.428273397995846	0.526016794754813	1.29335932504094	1.13612324643533	2.15606602256747	1.47206456731164
"chr3_72752247_72752615"	0.634696244184761	1.32345469931457	-1.32507702865267	1.78544629696898	1.00111840370934	0.872531267675581
"chr17_77334762_77335032"	0.634696244184761	0.526016794754813	-0.101713728745404	1.78544629696898	1.00111840370934	1.47206456731164
"chr9_131078020_131078408"	0.634696244184761	-0.0208092575503635	0.912699284259547	1.94049147956509	1.55996127095396	1.47206456731164
"chr2_112763457_112764192"	1.55996127095396	2.30839339601156	0.912699284259547	2.52533869684722	3.00635164065247	2.4605975346885
"chr3_11285789_11286257"	1.04128642029331	0.526016794754813	0.526016794754813	1.53321715892176	1.55996127095396	2.30839339601156
"chr4_117624172_117624519"	0.634696244184761	0.526016794754813	-0.101713728745404	1.13612324643533	1.80732038584868	1.47206456731164
"chr5_18083257_18083625"	1.04128642029331	-0.0208092575503635	-0.101713728745404	1.53321715892176	1.55996127095396	1.29335932504094
"chr11_68565710_68565992"	0.0600952136446768	0.812102921111463	0.526016794754813	1.32345469931457	1.21878282887907	1.98460550340724
"chr5_158824108_158824368"	-1.58923744543953	-0.0208092575503635	1.55996127095396	1.32345469931457	0.763851818245633	1.04128642029331
"chr6_11487792_11488101"	1.04128642029331	-0.0208092575503635	-1.32507702865267	0.263827283867418	1.21878282887907	1.58670538298617
"chr15_71515902_71516135"	-0.428273397995846	1.07569489987121	-1.32507702865267	-0.305445798968145	1.73950722320007	1.04128642029331
"chr10_64341206_64341515"	1.55996127095396	-0.0208092575503635	-0.101713728745404	1.32345469931457	1.73950722320007	1.88603396103424
"chr3_42753487_42753743"	0.0600952136446768	-0.938089012838108	0.526016794754813	1.32345469931457	0.763851818245633	1.04128642029331
"chr15_91577794_91578158"	1.32345469931457	-0.0208092575503635	-1.32507702865267	1.67527422172691	0.763851818245633	0.872531267675581
"chr2_85864477_85864963"	0.634696244184761	1.32345469931457	0.912699284259547	2.26661631581742	2.06840909185532	1.76357220808927
"chr19_1455042_1455325"	1.32345469931457	-0.938089012838108	-0.101713728745404	0.912699284259547	1.21878282887907	1.76357220808927
"chr2_18298961_18299233"	0.634696244184761	1.07569489987121	-1.32507702865267	0.263827283867418	1.21878282887907	1.98460550340724
"chr22_37357374_37357661"	0.634696244184761	-0.0208092575503635	0.526016794754813	1.32345469931457	0.763851818245633	2.30839339601156
"chr16_70729732_70730032"	1.04128642029331	1.55996127095396	1.55996127095396	2.52533869684722	2.32442928188811	2.53799683905276
"chr12_51379048_51379356"	-0.428273397995846	1.76357220808927	0.526016794754813	1.78544629696898	1.80732038584868	1.29335932504094
"chr10_102761192_102761445"	1.32345469931457	1.32345469931457	0.912699284259547	2.06840909185532	2.32442928188811	2.4605975346885
"chr17_66097225_66098273"	1.55996127095396	2.92431631572938	2.52533869684722	3.44294619177671	3.47150932751722	3.24832370124808
"chrX_53476657_53477110"	1.32345469931457	-0.938089012838108	0.526016794754813	1.13612324643533	1.96054051851805	1.58670538298617
"chr19_982570_983296"	1.32345469931457	1.76357220808927	2.36133633892975	2.8815627992502	2.80225245495934	3.04526058418115
"chr1_36745099_36745331"	0.0600952136446768	0.526016794754813	-1.32507702865267	1.32345469931457	0.0600952136446768	0.872531267675581
"chr4_170095460_170095685"	0.0600952136446768	0.526016794754813	-1.32507702865267	1.32345469931457	0.0600952136446768	0.872531267675581
"chr6_121806360_121806954"	-0.428273397995846	1.55996127095396	0.526016794754813	1.32345469931457	1.80732038584868	1.58670538298617
"chr4_131840345_131840794"	0.0600952136446768	-0.0208092575503635	-1.32507702865267	0.526016794754813	0.526016794754813	0.872531267675581
"chr6_81452235_81452498"	0.0600952136446768	-0.0208092575503635	-1.32507702865267	0.526016794754813	0.526016794754813	0.872531267675581
"chr15_66365596_66365922"	0.0600952136446768	1.07569489987121	0.912699284259547	1.32345469931457	1.96054051851805	1.98460550340724
"chr1_17538601_17539130"	1.76357220808927	1.32345469931457	1.78544629696898	2.61395164508788	2.63245686381933	2.99744509749223
"chr3_65517245_65517472"	0.0600952136446768	-0.938089012838108	-1.32507702865267	0.912699284259547	0.0600952136446768	0.182922812672378
"chr6_19715423_19715690"	-1.58923744543953	-0.0208092575503635	0.526016794754813	0.263827283867418	1.00111840370934	0.872531267675581
"chr11_5727077_5727292"	-0.428273397995846	-0.938089012838108	-1.32507702865267	0.526016794754813	0.526016794754813	-0.305445798968145
"chr5_30272826_30273131"	-0.428273397995846	-0.938089012838108	-1.32507702865267	0.526016794754813	0.526016794754813	-0.305445798968145
"chr6_25265999_25266235"	-0.428273397995846	-0.938089012838108	-1.32507702865267	0.526016794754813	0.526016794754813	-0.305445798968145
"chr1_222326790_222326992"	1.04128642029331	-0.938089012838108	1.29335932504094	1.32345469931457	1.80732038584868	1.98460550340724
"chr1_30661106_30661389"	1.55996127095396	-2.38171869580011	0.912699284259547	1.32345469931457	2.06840909185532	0.872531267675581
"chr12_16883498_16883780"	-0.428273397995846	1.07569489987121	-0.101713728745404	1.53321715892176	1.21878282887907	0.872531267675581
"chr15_20558470_20558849"	0.0600952136446768	1.32345469931457	0.912699284259547	2.06840909185532	1.55996127095396	1.76357220808927
"chr16_4630322_4630785"	0.0600952136446768	1.32345469931457	0.912699284259547	2.06840909185532	1.55996127095396	1.76357220808927
"chr3_39768250_39768502"	0.634696244184761	1.07569489987121	-1.32507702865267	1.78544629696898	1.21878282887907	0.526016794754813
"chr11_55339985_55340361"	-0.428273397995846	-0.0208092575503635	0.526016794754813	1.32345469931457	1.21878282887907	0.872531267675581
"chrX_153357086_153357237"	-0.428273397995846	1.07569489987121	-0.101713728745404	1.53321715892176	1.00111840370934	1.04128642029331
"chr11_119515738_119515991"	0.634696244184761	1.32345469931457	-0.101713728745404	1.78544629696898	1.00111840370934	2.06840909185532
"chr7_121651140_121651606"	0.0600952136446768	0.526016794754813	0.912699284259547	1.53321715892176	2.06840909185532	1.29335932504094
"chr3_22304339_22304911"	1.04128642029331	2.80225245495934	0.912699284259547	2.68362506349346	2.80225245495934	2.30839339601156
"chr1_2215627_2215889"	0.0600952136446768	1.07569489987121	1.29335932504094	1.67527422172691	1.73950722320007	2.18928415727137
"chr10_125060670_125060896"	1.04128642029331	-0.0208092575503635	-0.101713728745404	1.32345469931457	1.21878282887907	1.76357220808927
"chr4_5447621_5447909"	0.0600952136446768	-0.938089012838108	0.526016794754813	1.13612324643533	1.21878282887907	0.872531267675581
"chr8_86475685_86476155"	0.0600952136446768	-0.938089012838108	0.526016794754813	1.13612324643533	1.21878282887907	0.872531267675581
"chr11_309188_309763"	0.634696244184761	0.526016794754813	1.78544629696898	2.36133633892975	1.73950722320007	2.18928415727137
"chr13_62302648_62303058"	0.0600952136446768	-0.938089012838108	0.526016794754813	1.13612324643533	1.00111840370934	1.04128642029331
"chr10_130509643_130510240"	1.04128642029331	1.07569489987121	0.912699284259547	2.06840909185532	2.06840909185532	2.18928415727137
"chr6_368251_368477"	0.634696244184761	-0.0208092575503635	1.29335932504094	2.06840909185532	1.35355007358821	1.88603396103424
