"X100Pa_3D_Rep1"	"X100Pa_3D_Rep2"	"X100Pa_3D_Rep3"	"X2000Pa_3D_Rep1"	"X2000Pa_3D_Rep2"	"X2000Pa_3D_Rep3"
"chr22_45080604_45080968"	4.04858615934981	3.67019224564617	3.08859124499622	4.7733941105256	4.51763850292566	4.52863069639307
"chr15_34635087_34635559"	3.10061618167092	3.21533974922697	3.57874020096749	4.36746898226766	4.51308963411445	4.05067221334398
"chr7_32148342_32148612"	1.57580066559138	2.69725799515612	3.32459774779385	3.30662388105411	3.67256319185781	3.6177521184213
"chr15_71656409_71656718"	2.39755339192268	2.82837637589616	3.15709839514259	3.92297120840072	3.89642257019438	3.59900877385925
"chr7_1576862_1577182"	4.81620643069074	4.22776500264602	2.93729773373282	5.06474963534595	4.73041373266548	5.16555961535183
"chr3_39093172_39093612"	3.56645331689168	3.03527548737225	2.71198037672516	4.18584048805369	4.21951700311365	3.93192649302315
"chr6_79593456_79593697"	2.92926431669459	2.65817234792065	2.12300093958715	3.94036649411273	3.50292937100528	3.30877670207906
"chr7_65337869_65338356"	3.382670851836	3.51622727712675	3.92857715921191	4.32868401845204	4.79943960999647	4.69514498041941
"chr2_52449351_52449618"	2.28115131249882	2.2866820582995	2.22423499319054	3.1370076399554	3.20538734358501	3.4377884946922
"chr9_27528276_27529392"	3.60947054613074	4.50258680519731	4.8503684406906	5.53649548520596	5.32160541088369	5.14545076159519
"chr14_61905680_61906341"	3.59424273268083	3.38752239184188	3.29276468329237	4.32736181869832	4.45162338811923	4.49493918984192
"chr14_74207567_74207870"	3.47112297306072	3.66553333756285	3.66624615409247	4.9403659867644	4.60765356604744	4.30717876073648
"chr18_24159954_24160554"	3.43957426238746	3.16767028348508	2.92099931111593	4.21509103780214	4.17465930788164	4.15082745701777
"chr17_43661576_43662163"	3.57975198695905	2.84813044024373	2.8556088809485	4.01241623120232	4.425942369883	3.87524721525177
"chr11_108574770_108574950"	3.05138111699008	2.07525975555716	2.19664363268672	3.09983353976501	3.89528014842785	3.33923868535248
"chr3_45167099_45167546"	4.11502118125437	3.97732073148839	3.78093034413596	5.05536223047184	4.92620616070794	4.91179624390617
"chr16_71394379_71394632"	2.82356271467229	2.98218788138434	3.23353483083111	4.32932745231882	4.20709190967329	3.57500401451721
"chr8_47873733_47874370"	3.93994679182653	3.66459960367387	3.25178783063112	4.59544134988263	4.51910825261217	4.74145310369725
"chr19_44303872_44304326"	3.0461257927097	3.66712458303105	3.80712978659388	4.72598172326034	4.40925288960962	4.42153609294096
"chr19_45841944_45842217"	2.3313328736316	3.18082059085102	3.32107397369535	4.15549812775029	3.75757881995698	3.95029375951776
"chr1_2055899_2056302"	2.79880576734637	3.07134211610633	2.45795162934227	3.93679754022581	3.22735994948186	4.15042901794852
"chr13_88738761_88739232"	3.63762103180308	3.55798833779635	3.74882480010531	4.9155941767959	4.87645145219585	4.22778002724856
"chr2_218549985_218550310"	2.27069470037279	3.79180075375716	4.15794892300776	4.41364986340296	4.20727674486005	4.61069995365538
"chr1_117424574_117425051"	3.35147166960838	3.12843000707846	2.98074856152806	4.61653603816706	4.31789518571608	3.6193641272281
"chr1_171868090_171868373"	1.99039229203433	2.61510332907406	2.94221514264171	3.5510763294888	3.53977585476954	3.49353383398289
"chr7_73223801_73224232"	3.20954326186216	3.02046179613476	2.87474270571461	4.34770632260349	4.12564692249306	3.7027992141803
"chr6_138357350_138357597"	3.66381033555706	2.79780981417566	3.01363312297408	4.06092949992979	4.6319263652363	3.84090691480395
"chr16_4546405_4546742"	3.5956060870338	3.38698066018407	2.52699265183428	4.2644868439104	3.80170734394945	4.44201072987397
"chr16_88923163_88923690"	3.78107793040284	4.08299015347855	4.42479284490331	5.05612636438917	5.22010649116374	5.05201923841345
"chr8_10587942_10588291"	3.53313564996866	3.41108717835472	3.57465295665006	4.00249909082168	4.62774237502923	4.87002681237203
"chr1_99406253_99406693"	2.58666424674403	2.67503519688827	3.44005998277773	3.58936923992499	4.34014934795865	3.81216602791256
"chr2_20695924_20696433"	3.40164436963977	3.63096901524042	4.15094600797204	4.50319094536965	4.97718919355708	4.73536993014863
"chr12_100304915_100305193"	2.22898954369199	2.15669214189747	2.24789821345016	2.89444078024885	3.27477941333952	3.46663134424413
"chr2_166693723_166693967"	2.01925117719063	2.49037624969722	2.42192603406887	3.57980395538198	3.11775021364317	3.2849231472805
"chr2_227538227_227538510"	3.05870934738717	2.90798678410259	2.81849093351787	3.83247112057821	3.93908037864839	4.03725815054806
"chr10_97884358_97884738"	2.94500492784171	3.02993414737498	2.83860496043392	4.22671626718478	3.85095309823998	3.79730070064036
"chr19_50141286_50141527"	3.21366481967743	3.83161504665842	4.16071969242463	4.55371215131409	4.73590791434418	4.93645731577791
"chr11_61748679_61749016"	1.97157817281117	3.30927517312582	3.8454894493183	4.14587806345807	4.10646366055163	3.9374960634698
"chr3_50204769_50205063"	3.96728138151968	3.70318470968508	3.42020617752602	4.5334044753717	4.65116335997479	4.91851864950703
"chr17_75830386_75830878"	4.31467175270003	3.70032003360954	2.75341700511263	4.86223551307335	4.55289271291814	4.41497767068756
"chr2_48475741_48476014"	2.14504353138101	3.05934149284766	3.21443825493476	4.10635071910438	3.64434467595947	3.73673907174433
"chr16_18972992_18973480"	3.84426399213492	3.34463228095825	3.02516488072865	4.63295138394469	4.55056333563992	4.1109504188905
"chr16_74402070_74402246"	1.41737810710704	1.7087590717965	2.3487047752417	2.8926255890579	3.19648671207345	2.47810014600894
"chr10_89802472_89803010"	3.83607512292491	3.20859776656126	2.41849475877838	3.95239741305989	4.10177054236956	4.41629072122667
"chr17_12821408_12821684"	3.00653044816525	2.51244468379294	2.86121839758251	3.41293202087512	4.15274984020053	3.84922941184099
"chrX_53461248_53461606"	2.96883330037494	3.022118677335	3.11318641442396	3.84923296225021	4.06078115870882	4.22354098095512
"chr5_177724661_177724968"	3.11220105626205	3.47873504985493	2.99631652068821	4.47995858382213	3.72892170281048	4.41813271861909
"chr17_30948648_30949233"	2.67651359119148	2.93698092116905	3.15110037193487	4.10877601439687	4.02051420867995	3.72137824180354
"chr1_59042877_59043262"	3.54854475927404	3.33841372198024	3.26887312599642	4.29649826866444	4.44174531676052	4.46325617917043
"chr13_30914628_30914934"	3.59734678316695	2.83443907135909	2.99407192940367	4.05446307426914	4.55668165143009	3.89486841922542
"chr21_15906243_15906717"	3.58293996190493	3.25368450517472	3.35720608312476	4.24417153834862	4.59354110138415	4.40949831102417
"chr19_2723101_2723415"	3.19536332245788	3.6315119747961	3.45939321896994	4.3312098500381	4.10809527554835	4.86115866289182
"chr12_47055143_47055452"	3.06221512859837	2.90326875254606	3.16759983388546	3.7995586598981	4.25394670864261	4.12822058200311
"chr19_46636557_46636916"	2.76214051080175	3.30816276393653	3.6499431041182	4.23543134841334	4.30292185705199	4.25161285269405
"chr7_107886688_107887136"	3.66052625778343	3.54740730974473	3.68750070199836	4.57446429211514	4.77617490494104	4.61820455735928
"chr2_133029608_133029794"	4.15065591380983	3.87201520374912	3.59813804658598	4.78920314748964	4.85837481812568	5.02615600436453
"chr15_70097482_70097943"	3.81670178031548	3.42383880586246	3.15287899100398	4.57316762428043	4.54789459004657	4.3576239063413
"chr19_9929450_9930484"	5.15542090495728	5.27581093273394	5.47554644483683	6.14141925758038	6.38242246598974	6.4411682772948
"chr14_79836097_79836336"	3.0563301675127	2.35866193670094	1.93556872553849	3.43329931839838	3.61739858554219	3.37553189165697
"chr11_72484387_72484658"	4.33877441931112	3.39741267753164	2.05524293201104	4.13821803959706	4.29992089323475	4.39474493255034
"chr1_213638151_213638647"	2.94160575280654	3.51884395266347	3.95513119776491	4.42985741122316	4.60000590133994	4.46693458962894
"chr1_208374506_208374938"	3.87789758816551	4.17740019269216	4.54474640481883	5.10399152860527	5.34582160173969	5.2254502299984
"chr3_9004849_9005316"	2.69076433389023	3.02077530350706	3.66994665637011	4.28624169936788	4.5240925436273	3.70307242275358
"chr16_64184182_64184407"	2.80872084567945	2.05605282594161	1.36280774505957	2.26560044827422	3.1741385226654	3.76190284774687
"chr14_56246890_56247507"	3.53759491626782	3.47085443545272	3.25332308711611	4.41887911353219	4.33833382041544	4.56769509032347
"chr11_70005662_70006117"	4.41458085414509	4.10880677180815	4.0655024646839	5.13238068156508	5.32170407416261	5.21118416204462
"chr7_100634919_100635320"	3.89705857557575	3.31569522643765	2.39896566395556	4.49650676801771	4.16840176527684	4.04319008024716
"chr3_29557053_29557277"	2.75509598922067	2.08625246186613	1.85722101976269	3.05670852685533	3.4393515025226	3.27129056701579
"chr6_46686887_46687152"	2.67784518004467	2.75092709192965	2.49385042310413	3.42659868908067	3.44345367982741	4.08316203374615
"chr19_4889448_4889813"	2.07230327215831	3.29500248450002	3.58575080019015	4.26954171211572	3.86644729035666	3.92458887106517
"chr5_132361735_132362434"	4.08029077228587	4.03161861279877	4.34288176914465	5.30934691344645	5.42521080953283	4.84913775907655
"chr7_29579069_29579500"	3.20116002692538	3.32688142586153	3.59857411424467	4.42942603828544	4.53954683570492	4.26524860294982
"chr5_131410121_131410524"	3.70508202837729	3.84261133444424	3.38033374095251	4.89944750372809	4.3425659994361	4.77251307490142
"chr10_116173203_116173490"	2.89567990913047	2.95921045580937	2.83386802384588	3.97219158787783	3.8248998536759	3.97971237637331
"chr11_111849136_111849396"	3.12955331519448	3.04761107739195	2.57527982340054	3.92103839719314	3.6959316271747	4.19954392102421
"chr10_127098348_127098661"	3.57436583933865	2.64533111778846	2.33459792223049	3.73226403724205	4.18295663737978	3.73920728498159
"chr19_38481117_38481361"	3.68686478395824	2.97144174862173	1.89030695360264	3.66232068049989	3.77743238781838	4.16939234136767
"chr1_16722998_16723461"	3.39308074159488	4.17494983080478	4.44236202014145	5.18290847528535	4.97983748378152	4.97763502627752
"chr11_104089831_104090101"	1.72918659360371	2.55416832788569	2.54753379485724	3.80406459763376	3.09945733926307	3.0855159611093
"chr19_1262189_1262588"	3.96519172352867	3.7021053568999	4.05620429576003	4.80540744782702	5.23364130871365	4.81275350580178
"chr6_31947696_31948272"	3.16827905570115	2.95265978950589	2.75514249641519	4.27417523514475	4.05397722267045	3.70166199370015
"chr14_45559108_45559361"	2.95916867013286	2.53047846268733	1.08509540183012	3.26231871554193	2.75031741059156	3.6309289410634
"chr18_21578795_21579231"	4.22067796366744	3.93851879294546	3.33895592008079	5.19901930820183	4.76629525859321	4.68361724486396
"chr19_1244482_1244686"	3.41560822614179	3.51461824709924	3.4029741500908	4.40903359815699	4.35827790440137	4.67295972253172
"chr20_45187208_45187453"	2.50770252479343	3.29575004572196	3.62558179614833	4.31296544456663	4.17638463008462	4.08919193261069
"chr19_55582491_55582830"	3.28440119343805	3.76709666480208	3.94967229959349	4.723957669318	4.65124795243197	4.75670810953706
"chr14_92681765_92682313"	3.60637078038235	3.24610463348634	3.49426376250724	3.97966786447899	4.73021287933909	4.72970761118042
"chr17_31611099_31611344"	1.99985684316301	2.72191382513559	3.13544023364775	3.89207111525239	3.77490206369514	3.36569467508044
"chr3_11101284_11101566"	2.23844677618408	2.66675267921299	2.79240974311446	3.94465309406191	3.6124116306584	3.316422765806
"chr6_2876826_2877115"	3.61553244499321	2.73011498904031	1.70503837907798	3.97670284602263	3.86614364327332	3.37303731129711
"chr17_57388339_57388861"	2.95501179898568	2.75380471001712	3.0508250631155	3.53855775586379	4.1737538666513	4.15177255681966
"chr2_242823422_242824166"	4.17927071002697	4.23285083526893	4.36318591366556	5.18473535491601	5.34617195994356	5.37212824534279
"chr7_45963959_45964203"	3.27510716003625	2.81593236735567	2.1952355427094	3.86139369175078	3.73316278501128	3.82337011504047
"chr1_115681452_115681883"	3.66900894969022	3.28751943234946	2.76118977744018	4.32743991886157	4.20253392033298	4.31864993484168
"chr5_31936114_31936303"	2.47729699214698	2.98946327486254	3.21258300910484	4.13727540396211	3.94551594895741	3.76413479070231
"chr18_12086179_12086645"	3.08440832321104	3.35689515068868	3.06084995325901	4.71853127215341	4.03378158741883	3.93320601083063
"chr8_18067462_18067893"	2.69579936392587	2.93470475106739	3.47583233001403	3.98433576826398	4.34448487270538	3.9352097506229
"chr9_6356960_6357200"	2.67819942865241	2.12664416314531	2.19019012582207	3.46219479089539	3.67324739846256	3.03741991724371
"chr9_35790301_35790582"	2.99021372054005	3.01495831881105	2.24485977904133	4.08045626942995	3.35614695685411	3.94470005142926
"chr1_178113090_178113363"	2.1488181748894	2.79235305971668	3.17259616125786	4.00886084499126	3.86555545848315	3.42890076321067
"chr17_3791875_3792174"	3.8346169786258	3.34930212548534	3.22940486929729	4.58498302135702	4.69491946896983	4.3034391967276
"chr2_112926005_112926440"	3.66492328701608	3.14316842237568	3.23836262083575	4.0605765177115	4.63139965461098	4.48492117114698
"chr15_89664651_89665042"	3.37274971370424	2.95103606139318	2.56782420234134	4.11636188961201	4.03832626181922	3.89805204861008
"chr18_32862479_32862708"	2.12182629452158	2.46832114047967	2.70040774567335	3.70007209859003	3.55790389052518	3.2221075743327
"chr8_58122204_58123093"	4.91155558527478	4.73268904899585	4.29213623666447	5.77017303511068	5.54130440404413	5.77058047981331
"chr7_27175560_27175806"	2.87177294503311	2.3198615886435	2.49496240213613	3.81176663304025	3.9881885331574	3.10008993635551
"chr17_7232614_7233768"	5.43071761420044	5.06587075886963	4.87423587794278	6.20328959583622	6.24681524490511	6.08609952517702
"chr7_149700368_149700888"	2.950549777012	3.25729225320614	3.14022760185951	4.18016450477436	3.95321256298486	4.3560193618116
"chr11_119380839_119381101"	3.23613657970552	3.24708652941552	2.74397143574285	4.461728595806	3.89017789158739	4.05005638826881
"chr21_37528521_37529340"	5.09675792942743	5.25684280967115	5.28944291231156	6.26784503071028	6.22150189119078	6.31318714236042
"chr4_159235837_159236206"	3.4134387306166	3.32121221410009	1.72101003511454	4.46330844783805	3.12580546805626	4.02179329095213
"chr10_91811313_91811608"	2.87287248859309	2.78871320434627	2.85356759073394	3.78815192397178	3.95212143995915	3.93448486909871
"chr1_227161822_227162112"	4.24278414610459	3.73868917734035	3.18668037562861	4.7680887346231	4.75210424662687	4.80633952511316
"chr18_6994844_6995335"	2.87537567319802	2.78045578470212	2.80907609677547	3.72070242431014	3.91265643833871	3.98428140817111
"chr10_118530950_118531409"	4.03616338544369	3.62050382672087	3.10765551950156	4.69901507720888	4.59241978956307	4.63798569686399
"chr16_21513456_21513944"	2.3479331415175	3.31798860433165	3.40869182609239	4.32465386936819	3.81361821321394	4.11396151213119
"chr5_121557526_121558363"	3.71250823949315	3.40701035804608	3.96048809093725	4.68076894345343	5.16562807360614	4.43592274179503
"chr6_10431694_10432089"	1.60784085294822	3.2127775079143	4.00484576560976	4.10567411548183	4.29419266872947	3.6456078358529
"chr9_71729376_71729797"	2.79113451148243	2.60213078672903	2.37083001014968	3.73959070537035	3.61765433157516	3.58414037142592
"chr4_186494828_186495328"	3.20045372175701	3.39447901330809	4.10676704002439	4.57494172596294	5.02130568190839	4.31488730808819
"chr2_181521251_181521526"	3.15480038399463	2.86605978626009	3.05002571777494	3.86243292176272	4.27498704009851	4.10607508734637
"chr17_46024359_46024607"	4.23746060634392	3.18707681079392	2.15734392029556	4.08893425428124	4.43005580578265	4.22806604373568
